Store,weight,val_rmspe
920,0.997,0.09381051732362101
921,0.991,0.0971617329243151
922,1.0,0.08540765676963126
923,1.001,0.06883253610983361
924,0.991,0.12599487946277102
925,1.0030000000000001,0.130985817175037
926,0.992,0.15721121091867488
927,0.995,0.13226372556161856
928,0.99,0.14363130810801247
929,1.0,0.09208733891946434
930,0.995,0.12916813868914537
931,1.009,0.11433284460013239
932,0.996,0.12508062427536917
933,0.999,0.10684025579806483
934,0.997,0.10174361953145877
935,1.002,0.10536842052908924
936,0.997,0.08934124053529893
937,0.993,0.07966467778715092
938,1.001,0.08385671915703594
939,0.995,0.10466529072290766
940,0.999,0.10981170780681539
941,0.996,0.12268564160512684
942,0.997,0.13738942787937422
943,0.996,0.09643184605543124
944,0.999,0.093807206457465
945,0.996,0.08989112899205005
946,0.999,0.08816608232733607
947,0.99,0.17119712149894786
948,1.005,0.06430995827598912
949,1.0,0.09612701348624601
950,0.999,0.09450189770695419
951,0.995,0.1263748913729903
952,0.991,0.11854241412020243
953,0.996,0.1288011578950133
954,0.992,0.15320896275918597
955,0.996,0.10734285788223485
956,0.983,0.17516206441592586
957,0.995,0.11254884544992728
958,0.994,0.06942129381226424
959,0.999,0.08226598265935875
960,0.999,0.10443301741334464
961,0.994,0.11362732977981505
962,0.995,0.10407244582496186
963,0.998,0.09602618480149375
964,0.991,0.12674317107832528
965,0.992,0.15669220606019066
966,0.996,0.09632472186591569
967,0.995,0.13991600339656124
968,1.0,0.08303909222820065
969,1.0,0.10304765902759251
970,0.985,0.08987862304555416
971,1.002,0.10624164026544201
972,0.99,0.12462457425554885
973,0.991,0.12842465835577824
974,0.999,0.0672549217240154
975,0.995,0.1378929746142284
976,0.995,0.1018992796613955
977,0.988,0.14268844217369392
978,0.997,0.09555763678247617
979,1.002,0.11608721129653098
980,0.986,0.10152417856869489
981,0.996,0.10362661649011308
982,0.997,0.126050056184481
983,0.99,0.16218100495674645
984,0.99,0.18221755778009055
985,0.999,0.1310988805910932
986,0.996,0.1066141815841243
987,0.996,0.0862071032509683
988,0.999,0.16643606122293753
989,0.998,0.09001279163349843
990,0.998,0.07990542958112422
991,1.002,0.10631739996922465
992,0.989,0.12598379757031955
993,0.997,0.10325453467215762
994,0.997,0.1460058656644316
995,0.997,0.08894720640006792
996,0.999,0.1207571826535637
997,0.996,0.138109625822744
998,1.001,0.081929613043406
999,0.999,0.10118098899068224
1000,0.994,0.09619050850085976
1001,1.005,0.09104903039018578
1002,1.005,0.10982223296702227
1003,0.994,0.14299607275911264
1004,0.997,0.10744561195296572
1005,0.996,0.11166172533581295
1006,1.0,0.08860513668764373
1007,1.002,0.10969189640604714
1008,1.001,0.11924960542547466
1009,0.999,0.1025909829824042
1010,1.001,0.11986838725390007
1011,0.992,0.15761355279589534
1012,0.986,0.1105681153665139
1013,0.995,0.11268380509345007
1014,0.986,0.17834718346389244
1015,0.997,0.10136875598090013
1016,1.005,0.09927455172266071
1017,0.993,0.07985265371660664
1018,0.999,0.11079229193308204
1019,0.989,0.16554619055104725
1020,0.999,0.0949386487741864
1021,1.005,0.08018966675256012
1022,0.995,0.09517406068666014
1023,0.995,0.12348153017152812
1024,0.998,0.09992914606760571
1025,1.001,0.06923377757355732
1026,0.997,0.0880290186270372
1027,0.993,0.16642640354498528
1028,0.996,0.17357755885673257
1029,0.996,0.09860899316509378
1030,1.0,0.11713216908275569
1031,0.994,0.12603339755920473
1032,0.999,0.09744830081080254
1033,1.0,0.09061239371909093
1034,0.999,0.10073611751472468
1035,0.997,0.10041940212034349
1036,0.993,0.1300279888111055
1037,0.99,0.155617186019495
1038,0.994,0.09458530995219337
1039,0.98,0.2459017187127054
1040,0.996,0.09339609459947687
1041,0.999,0.08344973568184587
1042,0.994,0.0998940366747847
1043,1.0,0.09550026995113156
1044,0.991,0.12084680266536932
1045,1.001,0.13263545966471613
1046,0.998,0.10327830006755868
1047,0.994,0.10648733911462092
1048,1.0,0.11563326055563958
1049,0.989,0.10777558110848935
1050,0.991,0.10066770147442548
1051,0.995,0.09891954719218196
1052,0.995,0.11275114261907625
1053,0.995,0.059705404561496
1054,0.998,0.09231731796790413
1055,0.997,0.09035606217581033
1056,0.994,0.14631071618407007
1057,0.992,0.09369449275959625
1058,0.997,0.11626837031545466
1059,1.0030000000000001,0.09103883182768581
1060,0.997,0.11701557522977724
1061,1.0,0.10302064803388014
1062,0.995,0.10320830579755999
1063,0.993,0.11700558793663732
1064,0.999,0.10463947919006163
1065,0.995,0.12337052009099564
1066,0.983,0.10433597445602982
1067,0.998,0.07152091956250656
1068,0.993,0.11566641529589536
1069,0.997,0.13491424396667856
1070,1.0,0.13640839130165947
1071,0.998,0.08097581526825068
1072,0.995,0.07361120038027762
1073,1.005,0.1769437528220496
1074,0.991,0.1541744259097057
1075,1.001,0.07781405862627289
1076,0.992,0.13769834061799333
1077,0.996,0.08931172232729584
1078,0.996,0.13639300227552145
1079,0.998,0.10709176483312742
1080,1.001,0.08992939746653417
1081,1.012,0.09506887286863284
1082,0.999,0.09948425520371101
1083,0.994,0.1155903529110036
1084,0.998,0.09449906999113508
1085,0.998,0.09259497949959812
1086,0.996,0.13777984919573405
1087,1.001,0.10422279069063627
1088,0.992,0.1330116174443411
1089,0.998,0.07732453878799729
1090,1.0,0.10750148184424008
1091,1.001,0.10641093176545946
1092,1.002,0.09418382329200217
1093,0.998,0.1150179958988016
1094,0.993,0.12931817387751476
1095,0.998,0.09988555654186898
1096,0.996,0.1064426765952704
1097,1.002,0.06081696692527316
1098,0.997,0.07485085819061779
1099,1.006,0.11061781473762446
1100,0.998,0.11733214467514651
1101,0.999,0.08464480638622675
1102,0.997,0.10193173720361637
1103,0.998,0.11427854684091815
1104,0.999,0.09918846030209724
1105,0.992,0.13702219675031685
1106,1.002,0.09811395559064477
1107,0.994,0.14918294742457558
1108,1.0030000000000001,0.10357860064158768
1109,0.992,0.1302925334515257
1110,0.994,0.08844921527165925
1111,0.999,0.13572426766062656
1112,0.992,0.13537694874139503
1113,0.997,0.10926224772230948
1114,1.006,0.10306178814548374
1115,0.996,0.11207761162681909
