Store,weight,val_rmspe
796,1.001,0.09297371026987959
797,0.999,0.10986470501760591
798,0.997,0.08704130036361667
799,0.999,0.0935118487425005
800,0.993,0.12525915215470249
801,0.997,0.13380744061162167
802,1.001,0.09302911694953377
803,0.993,0.10293776980369707
804,1.001,0.1026652181579448
805,0.989,0.08156661588547376
806,0.993,0.08014322201541457
807,0.998,0.09006371459088792
808,1.001,0.10925202912337889
809,0.997,0.09329066060523271
810,0.995,0.09567199515996568
811,1.004,0.09143475532883158
812,0.999,0.08737668814815688
813,1.001,0.10400660324574158
814,0.999,0.10552583755892908
815,0.996,0.10214771088660937
816,0.993,0.12489671983533301
817,1.005,0.07956992689516185
818,0.991,0.08086487130377015
819,0.999,0.09394083347059283
820,0.998,0.1103958324066017
821,0.998,0.09806987958607256
822,0.997,0.12841362099196388
823,0.997,0.11605765002146397
824,1.002,0.09234618314132402
825,1.001,0.10965034142628921
826,0.996,0.10795355390156719
827,1.009,0.10741430036047085
828,0.996,0.12848194637044963
829,0.994,0.15189933994823432
830,0.999,0.10363582928216848
831,0.995,0.13085409768146636
832,0.996,0.10579567133214772
833,0.995,0.12162172324695897
834,0.999,0.11504074104870743
835,0.999,0.11803627152221154
836,1.004,0.09136990283656508
837,0.997,0.08752183770158123
838,0.997,0.08055472539943916
839,0.989,0.10179418026030759
840,0.982,0.11804294112696777
841,0.987,0.09885272560366139
842,1.001,0.13591329550726572
843,1.0070000000000001,0.10644691817767155
844,0.996,0.10804147151795629
845,0.998,0.14697239417613978
846,0.992,0.1456779709963566
847,0.996,0.12859068062733608
848,0.996,0.16289846829274152
849,1.001,0.09456678711722157
850,0.992,0.14797268788579207
851,0.993,0.1112387773369125
852,0.992,0.13047166382202122
853,1.001,0.09223710982031419
854,0.991,0.1412436474052627
855,0.999,0.07665796336656773
856,1.004,0.08932620624857153
857,1.0030000000000001,0.09695420023909473
858,1.0,0.07976635622466748
859,0.999,0.09499531832683572
860,1.005,0.1180037275712292
861,0.998,0.11928451971934215
862,1.0,0.10604297636187757
863,1.0,0.11053472299148064
864,1.002,0.09633934509733699
865,1.0030000000000001,0.11390655484437318
866,0.993,0.09545548225521819
867,0.999,0.11869414033089278
868,0.998,0.09549120826896759
869,0.993,0.13431526320242715
870,0.997,0.1098322001789434
871,0.996,0.15443691620078742
872,0.991,0.10220489234985615
873,0.996,0.09042006912943983
874,1.0,0.09298538999083829
875,0.994,0.08831198384498003
876,0.981,0.4092823945421585
877,0.995,0.1542429287016107
878,0.998,0.08900294471426067
879,0.998,0.10737625798998662
880,1.001,0.10099406774520818
881,0.995,0.12766062116677376
882,0.991,0.11153763110969313
883,0.995,0.10063962139753503
884,0.997,0.09653237264707334
885,0.994,0.08086418827230282
886,0.998,0.11813767511855497
887,0.991,0.11483928146057412
888,1.001,0.08250807791272434
889,0.997,0.10009690990292065
890,1.002,0.10745317211513218
891,0.992,0.14502293517496545
892,0.997,0.08620035682186228
893,0.994,0.10466052130192191
894,0.999,0.11148894224719907
895,1.002,0.11035247184947272
896,1.005,0.10245842011895262
897,0.991,0.10666861772035581
898,0.995,0.1654908439335709
899,0.992,0.10710788029947325
900,1.002,0.10354746830726451
901,1.002,0.10014303233268507
902,0.985,0.08400467134087189
903,1.0,0.11002120945756112
904,1.0,0.1304730131464824
905,0.997,0.13992566017892405
906,0.999,0.102212940662298
907,0.997,0.14869721487165846
908,0.993,0.11891526903334164
909,0.98,0.7165762630224702
910,0.997,0.10242057836305733
911,0.997,0.09210751371917598
912,1.002,0.13019185473207426
913,0.998,0.13573390609640484
914,0.998,0.0869620165031051
915,1.0,0.14824514608040518
916,1.0,0.15084497035984884
917,0.996,0.10536465941627296
918,0.996,0.15104092575159467
919,0.997,0.08716043649625121
